customer_id,tenure_months,plan_type,monthly_charges,total_charges,contract_type,payment_method,support_tickets,tech_issues,usage_hours_month,late_payments,satisfaction_score,autopay,region,churn
CUST-00274,14,Basic,33.65,464.28,Month-to-month,Bank transfer,1,0,9,0,3.7,No,East,0
CUST-00275,34,Premium,86.03,2830.91,Month-to-month,Mailed check,4,2,45,2,1.7,Yes,West,1
CUST-00276,7,Standard,66.74,439.89,Month-to-month,Electronic check,0,2,22,2,4.1,No,East,0
CUST-00277,21,Standard,64.47,1374.85,One year,Electronic check,3,2,29,1,3,No,North,0
CUST-00278,13,Basic,35.24,472.09,Month-to-month,Mailed check,1,1,15,3,2.7,Yes,North,1
CUST-00279,22,Premium,79.47,1645.37,Month-to-month,Electronic check,1,2,42,0,2.7,No,East,1
CUST-00280,5,Basic,45.48,232.62,Month-to-month,Mailed check,3,0,29,1,2.8,Yes,South,1
CUST-00281,36,Standard,42.61,1467.55,Two year,Bank transfer,4,2,29,0,1.7,Yes,West,1
CUST-00282,9,Standard,47.28,425.4,One year,Mailed check,0,0,33,2,3.6,No,South,0
CUST-00283,53,Premium,93.72,5045.68,Month-to-month,Mailed check,2,3,36,0,2.7,No,North,0
CUST-00284,29,Standard,69.45,2047.75,One year,Electronic check,0,0,39,0,3.6,Yes,South,0
CUST-00285,7,Basic,27.83,192.5,Two year,Mailed check,1,1,28,0,3.2,No,West,1
CUST-00286,21,Basic,38.14,812.81,One year,Mailed check,2,1,12,2,3.1,No,North,0
CUST-00287,16,Premium,87.57,1400.68,One year,Credit card,0,0,49,1,2.9,No,West,0
CUST-00288,23,Standard,63.08,1387.74,Month-to-month,Credit card,2,1,31,2,3.1,No,South,1
CUST-00289,5,Basic,29.01,147.02,Month-to-month,Bank transfer,5,3,9,0,2.9,Yes,West,1
CUST-00290,23,Basic,43.62,961.22,Two year,Credit card,1,0,19,0,3.1,No,West,0
CUST-00291,27,Basic,32.01,839.72,Month-to-month,Mailed check,2,3,22,2,3,No,North,0
CUST-00292,11,Standard,51.19,532.18,Two year,Electronic check,1,0,44,0,3.6,Yes,North,0
CUST-00293,38,Premium,89.51,3286.13,Two year,Credit card,1,0,52,0,4.6,Yes,East,0
CUST-00294,16,Basic,33.22,542.92,Two year,Credit card,3,1,39,3,2.9,Yes,East,0
CUST-00295,13,Standard,75.74,963.09,One year,Credit card,1,3,28,0,2.7,No,West,1
CUST-00296,1,Premium,89.73,88.96,One year,Bank transfer,0,2,47,1,3.2,No,North,1
CUST-00297,16,Premium,92.67,1406.38,Two year,Electronic check,3,0,35,1,2.6,No,South,0
CUST-00298,26,Basic,38.09,1027.67,Two year,Bank transfer,0,2,33,1,2.5,No,South,0
CUST-00299,10,Premium,99.82,959.2,One year,Bank transfer,1,0,47,0,3.1,Yes,South,0
CUST-00300,1,Basic,36.36,37.13,One year,Bank transfer,2,3,15,0,2.9,Yes,East,0
CUST-00301,17,Premium,73.61,1195.67,Month-to-month,Credit card,2,1,43,3,2.2,Yes,South,1
CUST-00302,23,Standard,61.24,1350.13,Month-to-month,Bank transfer,4,1,27,2,2.3,Yes,North,1
CUST-00303,1,Premium,78.84,76.65,Two year,Credit card,4,1,51,0,2.9,No,West,1
CUST-00304,24,Premium,105.56,2628.91,Month-to-month,Credit card,4,0,52,0,3,Yes,South,0
CUST-00305,29,Basic,33.58,971.13,Month-to-month,Bank transfer,3,1,20,2,3.3,Yes,West,1
CUST-00306,4,Standard,51.71,200.25,Month-to-month,Electronic check,4,1,23,0,2,Yes,North,0
CUST-00307,16,Basic,34.51,530.87,Two year,Mailed check,3,3,33,0,3,No,East,0
CUST-00308,26,Standard,71.91,1936.96,One year,Bank transfer,2,0,35,0,3.5,Yes,South,0
CUST-00309,31,Standard,54.38,1635.36,One year,Credit card,2,1,27,0,2.9,Yes,East,0
CUST-00310,13,Standard,45.65,561.62,One year,Electronic check,0,2,36,1,3.3,Yes,West,0
CUST-00311,8,Premium,82.79,623.6,Two year,Bank transfer,0,0,50,1,1.9,No,West,1
CUST-00312,10,Standard,57.48,571.24,Month-to-month,Bank transfer,1,2,42,0,2.5,Yes,South,0
CUST-00313,17,Basic,29.53,474.13,Month-to-month,Bank transfer,3,0,25,3,3.2,Yes,East,1
CUST-00314,16,Premium,70.91,1158.26,One year,Mailed check,2,0,41,0,3.4,No,West,0
CUST-00315,9,Premium,90.04,782.86,Two year,Bank transfer,1,0,31,1,3.4,Yes,East,0
CUST-00316,27,Standard,52.55,1410.27,Two year,Credit card,0,1,25,2,2.8,No,East,0
CUST-00317,23,Basic,33.31,739.55,Month-to-month,Bank transfer,3,0,28,3,3.2,Yes,West,0
CUST-00318,1,Premium,80.34,78.1,One year,Electronic check,0,1,63,0,3.6,No,South,0
CUST-00319,1,Basic,44.85,43.8,Two year,Credit card,2,1,19,0,3.4,Yes,West,0
CUST-00320,16,Standard,70.72,1078.49,One year,Credit card,0,1,17,0,4.5,Yes,East,0
CUST-00321,40,Standard,53.12,2094.3,Two year,Electronic check,1,3,43,0,3.1,No,East,0
CUST-00322,19,Premium,92.09,1714.23,Two year,Credit card,2,1,36,0,3.7,No,South,1
CUST-00323,27,Standard,54.46,1474.59,Month-to-month,Mailed check,2,1,34,0,2.8,Yes,South,0
CUST-00324,31,Premium,91.6,2722.92,Two year,Credit card,0,1,26,0,2.8,Yes,West,0
CUST-00325,12,Premium,90.66,1064.12,Month-to-month,Electronic check,4,1,36,2,2.8,No,South,1
CUST-00326,26,Basic,28.43,758.31,Month-to-month,Electronic check,5,0,25,0,3.1,Yes,North,1
CUST-00327,41,Standard,61.7,2584.34,Month-to-month,Electronic check,2,1,37,1,3.2,Yes,South,0
CUST-00328,11,Premium,69.27,717.52,Month-to-month,Electronic check,1,1,52,1,2.5,Yes,West,1
CUST-00329,29,Premium,85.23,2459.92,Two year,Credit card,0,1,41,1,4.2,Yes,West,0
CUST-00330,30,Premium,97.01,2888.54,One year,Mailed check,4,1,45,0,3.3,No,South,0
CUST-00331,19,Premium,82.58,1585.97,One year,Electronic check,3,0,52,1,2.7,No,East,0
CUST-00332,13,Basic,36.01,483.57,One year,Bank transfer,1,2,22,0,2.9,No,South,0
CUST-00333,1,Premium,84.68,82.43,Month-to-month,Electronic check,1,1,58,1,3.3,No,North,1
CUST-00334,2,Standard,49.63,101.09,Month-to-month,Mailed check,2,0,45,1,3.8,No,West,1
CUST-00335,44,Premium,80.52,3375.8,Two year,Electronic check,0,2,47,1,3,No,East,1
CUST-00336,25,Standard,57.5,1418.7,Two year,Credit card,2,1,39,1,2.7,No,South,1
CUST-00337,37,Premium,78.23,2897.61,One year,Credit card,1,0,56,0,3.6,Yes,South,0
CUST-00338,10,Standard,54.58,548.13,Month-to-month,Credit card,3,0,22,2,2.3,No,West,1
CUST-00339,25,Premium,83.92,2039.87,Month-to-month,Bank transfer,4,2,50,0,2.9,Yes,East,1
CUST-00340,6,Standard,55.44,321.33,One year,Mailed check,0,4,22,0,1.8,Yes,North,1
CUST-00341,17,Standard,55.59,941.68,Two year,Bank transfer,2,1,28,0,3.2,No,South,1
CUST-00342,22,Basic,36.78,792.61,Month-to-month,Bank transfer,1,0,13,0,3.2,No,West,1
CUST-00343,27,Standard,66.4,1819.66,Two year,Bank transfer,1,1,33,2,2,No,North,0
CUST-00344,24,Standard,51.46,1257.47,Month-to-month,Bank transfer,2,2,43,0,3.1,Yes,North,0
CUST-00345,40,Standard,53.16,2051.93,One year,Credit card,2,3,28,4,2.2,No,East,1
CUST-00346,13,Standard,60.07,758.5,Two year,Mailed check,2,1,34,0,3,No,East,0
CUST-00347,1,Standard,54.63,54.71,Two year,Bank transfer,1,2,38,2,2.3,No,West,0
CUST-00348,16,Basic,46.9,747.71,Month-to-month,Mailed check,3,1,8,1,3.9,No,North,1
CUST-00349,30,Basic,32.79,1014.97,One year,Credit card,1,3,3,0,1.7,No,South,1
CUST-00350,26,Standard,54.08,1459.26,Two year,Credit card,1,2,60,2,3.5,Yes,West,0
CUST-00351,15,Premium,86.32,1310.54,Month-to-month,Electronic check,3,1,55,3,1.6,Yes,North,1
CUST-00352,25,Premium,83.96,2094.45,Two year,Bank transfer,0,0,43,3,3.9,No,North,0
CUST-00353,11,Premium,75.06,800.7,Two year,Electronic check,0,2,48,2,3.9,No,North,0
CUST-00354,11,Basic,29.45,309.96,One year,Mailed check,0,0,24,1,2.8,No,East,0
CUST-00355,16,Basic,33.42,528.63,Two year,Credit card,0,0,32,1,3.6,Yes,West,0
CUST-00356,21,Standard,49.87,1071.6,Month-to-month,Mailed check,3,0,44,2,3.2,No,North,1
CUST-00357,23,Standard,59.73,1330.07,Two year,Credit card,0,3,50,0,2,No,West,0
CUST-00358,17,Basic,34.17,570.49,Month-to-month,Bank transfer,3,2,21,1,3.3,Yes,North,1
CUST-00359,1,Basic,31.04,29.67,Two year,Bank transfer,0,1,34,1,3,Yes,West,0
CUST-00360,19,Standard,65.25,1220.23,Two year,Bank transfer,2,2,24,2,2.5,Yes,West,1
CUST-00361,5,Premium,94.05,476.07,Two year,Mailed check,1,0,44,1,3.3,Yes,South,1
CUST-00362,6,Standard,63.41,383.38,Two year,Mailed check,0,2,25,1,2.5,No,West,0
CUST-00363,34,Premium,72.42,2467.13,Two year,Credit card,0,1,50,1,3.5,Yes,South,0
CUST-00364,19,Basic,42.48,814.73,One year,Mailed check,1,1,24,0,3.4,Yes,South,0
CUST-00365,46,Premium,87.38,3898.57,Month-to-month,Mailed check,4,0,45,3,3.9,Yes,North,1
CUST-00366,27,Standard,52.73,1428.82,Two year,Bank transfer,0,1,31,0,3,Yes,South,0
CUST-00367,17,Basic,33.58,553.39,Month-to-month,Bank transfer,3,4,41,1,2.1,No,West,1
CUST-00368,1,Standard,47.68,48.9,One year,Credit card,2,2,35,1,2.1,Yes,East,1
CUST-00369,17,Basic,33.77,575.96,One year,Electronic check,0,1,24,1,2.9,No,East,0
CUST-00370,24,Basic,39.31,955.03,Month-to-month,Bank transfer,4,2,10,3,3,No,South,1
CUST-00371,1,Premium,93.78,88.54,Two year,Bank transfer,0,1,32,1,3.1,No,West,0
CUST-00372,20,Standard,48.53,986.63,Two year,Mailed check,0,2,18,0,3.6,No,South,0
CUST-00373,1,Basic,40.65,38.8,One year,Bank transfer,0,2,23,1,3.2,No,North,0
CUST-00374,13,Standard,58.7,778.12,Month-to-month,Electronic check,3,3,24,0,2.7,No,East,1
CUST-00375,21,Premium,81.91,1629.88,Month-to-month,Bank transfer,0,4,23,1,3,No,South,1
CUST-00376,11,Premium,91.94,996.18,Month-to-month,Credit card,0,0,34,0,2.9,No,West,1
CUST-00377,24,Basic,40.51,945.06,One year,Electronic check,2,2,19,1,2.6,Yes,West,0
CUST-00378,34,Standard,56.57,1808.06,Month-to-month,Credit card,2,0,44,0,4.2,Yes,West,1
CUST-00379,2,Standard,56.16,108.49,Month-to-month,Mailed check,2,1,40,2,3,No,South,1
CUST-00380,1,Basic,41.24,40.02,One year,Mailed check,0,2,7,2,2.5,Yes,West,1
CUST-00381,6,Standard,62.49,365.91,Month-to-month,Electronic check,0,0,34,1,3.2,Yes,West,0
CUST-00382,21,Standard,56.48,1160.83,One year,Electronic check,3,1,29,2,4.2,Yes,West,0
CUST-00383,19,Basic,27.02,499.94,One year,Bank transfer,1,3,15,1,2.5,No,East,0
CUST-00384,23,Premium,75.2,1724.68,Two year,Credit card,1,1,40,2,2.8,Yes,East,1
CUST-00385,42,Standard,63.64,2618.14,Two year,Mailed check,4,1,27,1,2.6,No,East,0
CUST-00386,18,Basic,39.79,688.78,One year,Electronic check,3,4,8,1,2.1,No,East,1
CUST-00387,18,Basic,27.77,517.82,Two year,Bank transfer,2,1,13,0,3.7,Yes,East,1
CUST-00388,13,Basic,35.56,442.91,Month-to-month,Mailed check,0,1,24,3,2.9,Yes,West,1
CUST-00389,16,Standard,49.23,800,One year,Credit card,3,1,12,0,2.1,No,West,1
CUST-00390,6,Premium,82.59,468.86,One year,Electronic check,2,1,30,0,2.2,Yes,West,1
CUST-00391,31,Premium,93.16,2867.8,Month-to-month,Bank transfer,0,0,28,1,3.7,No,South,0
CUST-00392,1,Premium,78.76,75.28,Month-to-month,Mailed check,0,1,51,2,3.3,Yes,West,0
CUST-00393,1,Basic,32.21,33.36,One year,Bank transfer,0,0,16,0,4.3,No,North,0
CUST-00394,29,Premium,74.94,2067,Month-to-month,Mailed check,5,2,45,3,2.4,No,North,0
CUST-00395,1,Basic,37.09,35.86,Two year,Mailed check,0,3,4,0,3.1,No,North,0
CUST-00396,13,Premium,79.02,982.88,One year,Electronic check,0,2,35,3,2.2,Yes,West,0
CUST-00397,6,Standard,59.39,348.47,Month-to-month,Bank transfer,3,1,27,3,2.4,No,East,1
CUST-00398,13,Standard,61.83,781.26,Two year,Bank transfer,1,1,23,0,3,Yes,West,0
CUST-00399,33,Standard,72.32,2244.24,Month-to-month,Bank transfer,2,1,47,1,1.6,Yes,West,1
CUST-00400,5,Basic,38.82,200.49,One year,Bank transfer,1,1,17,1,2.1,Yes,East,0
CUST-00401,26,Premium,70.1,1866.97,One year,Credit card,0,2,49,1,3.1,Yes,South,0
CUST-00402,40,Standard,64.87,2512.76,One year,Mailed check,0,2,41,1,3.3,Yes,East,1
CUST-00403,16,Premium,91.89,1466.09,Two year,Electronic check,2,1,41,3,3.6,Yes,East,1
CUST-00404,31,Standard,55.08,1695.02,One year,Mailed check,2,0,21,2,3.4,No,North,0
CUST-00405,17,Standard,59.34,1001.57,Two year,Credit card,1,2,20,1,2.7,No,East,0
CUST-00406,2,Premium,66.39,137.99,Two year,Bank transfer,3,0,24,1,2.9,Yes,North,1
CUST-00407,22,Standard,65.02,1468.9,One year,Mailed check,3,1,27,0,2.6,Yes,South,0
CUST-00408,19,Standard,60.53,1183.02,One year,Bank transfer,0,2,17,3,2.5,No,East,0
CUST-00409,57,Standard,57.12,3364.89,Two year,Electronic check,4,2,32,0,2.7,Yes,South,0
CUST-00410,11,Premium,86.55,974.9,Month-to-month,Electronic check,3,0,43,1,3.3,Yes,South,1
CUST-00411,23,Premium,96.19,2279.17,Month-to-month,Bank transfer,0,3,20,1,3.4,Yes,East,1
CUST-00412,31,Basic,30.14,964.42,Two year,Electronic check,2,3,22,1,1.9,No,North,0
CUST-00413,13,Premium,78.06,1040.28,Month-to-month,Credit card,3,0,51,1,3.9,Yes,South,0
CUST-00414,19,Premium,72.6,1371.34,Month-to-month,Bank transfer,4,0,44,2,3.3,Yes,North,1
CUST-00415,11,Premium,113.63,1226.16,Two year,Credit card,0,0,49,2,2.7,Yes,North,0
CUST-00416,25,Premium,75.94,1809.22,One year,Mailed check,1,3,70,0,2.1,No,South,0
CUST-00417,4,Standard,53.22,211.28,Month-to-month,Bank transfer,2,3,41,0,2.6,No,West,1
CUST-00418,18,Standard,65.65,1210.52,One year,Credit card,0,3,26,1,1.4,Yes,South,1
CUST-00419,15,Standard,62.65,966.37,Month-to-month,Electronic check,3,2,14,1,2.1,Yes,West,0
CUST-00420,32,Premium,102.34,3287.49,One year,Bank transfer,1,2,43,2,3.7,Yes,East,1
CUST-00421,15,Basic,29.17,432.7,Month-to-month,Credit card,2,0,23,3,2,Yes,North,0
CUST-00422,31,Standard,61.79,1833.01,Month-to-month,Mailed check,0,0,36,1,3.4,No,South,1
CUST-00423,23,Premium,89.45,1946.86,Month-to-month,Electronic check,6,1,47,3,2.6,Yes,South,1
CUST-00424,1,Premium,70.65,73.36,One year,Electronic check,3,0,13,2,3.1,No,South,0
CUST-00425,23,Premium,83.79,1956.31,Month-to-month,Mailed check,4,3,49,0,2.2,Yes,North,1
CUST-00426,24,Basic,32.63,782.05,One year,Electronic check,4,2,2,0,2.4,Yes,West,0
CUST-00427,16,Premium,94.57,1459.1,One year,Credit card,1,0,63,0,4.8,Yes,West,0
CUST-00428,9,Basic,30.68,262.8,Two year,Credit card,2,2,18,1,2.2,No,West,1
CUST-00429,11,Basic,35.02,373.4,One year,Electronic check,0,2,33,0,2.4,No,South,1
CUST-00430,7,Premium,86.63,615.15,One year,Electronic check,3,0,33,1,3.1,No,West,1
CUST-00431,26,Premium,84.98,2288.61,One year,Electronic check,1,0,62,0,3.3,Yes,East,0
CUST-00432,29,Basic,41.18,1174.4,Month-to-month,Credit card,2,2,17,2,4,Yes,South,1
CUST-00433,7,Basic,33.61,223.27,Month-to-month,Bank transfer,3,1,18,1,3.6,No,East,1
CUST-00434,15,Standard,55.61,839.62,One year,Credit card,1,1,24,0,3,Yes,North,1
CUST-00435,1,Standard,65.68,67.54,Two year,Electronic check,0,1,36,1,2.7,Yes,North,0
CUST-00436,19,Basic,35.81,694.04,Two year,Electronic check,0,2,26,2,3.2,Yes,West,0
CUST-00437,11,Premium,65.34,682.61,One year,Credit card,3,2,39,2,3.2,No,West,1
CUST-00438,22,Basic,40.11,876.74,One year,Credit card,0,2,10,2,3.8,No,South,0
CUST-00439,10,Standard,60.4,569.1,Month-to-month,Electronic check,4,1,30,2,2.7,Yes,East,1
CUST-00440,27,Premium,112.53,3125.39,Two year,Credit card,0,2,39,0,2.6,No,South,1
CUST-00441,22,Basic,37.05,840.55,One year,Mailed check,0,2,38,2,3.7,Yes,North,0
CUST-00442,10,Basic,33.47,344.03,Month-to-month,Credit card,0,1,24,1,3.1,Yes,West,0
CUST-00443,2,Basic,31.55,62.57,Two year,Credit card,1,1,13,1,4.6,No,South,0
CUST-00444,27,Standard,47.56,1244.13,Two year,Electronic check,1,1,28,3,3.6,Yes,West,0
CUST-00445,15,Basic,29.08,412.58,Month-to-month,Bank transfer,3,2,21,1,3.2,Yes,North,0
CUST-00446,22,Standard,59.22,1324.21,Month-to-month,Mailed check,1,1,27,0,2.8,No,East,1
CUST-00447,19,Premium,92.77,1770.56,Two year,Mailed check,4,4,49,1,1.7,No,North,1
CUST-00448,10,Basic,42.8,411.94,Two year,Mailed check,1,3,10,2,3.9,No,West,1
CUST-00449,23,Standard,67.55,1476.52,Month-to-month,Credit card,3,1,14,1,3.1,No,East,1
CUST-00450,23,Standard,49.76,1182.07,One year,Credit card,0,3,29,2,2.5,No,West,1
CUST-00451,21,Premium,92.67,1996.54,Month-to-month,Bank transfer,0,1,46,0,3.5,Yes,West,0
CUST-00452,16,Premium,71.67,1170.98,One year,Mailed check,0,0,40,1,3.1,No,East,0
CUST-00453,39,Premium,69.76,2572.42,Month-to-month,Electronic check,0,0,49,1,3.7,Yes,South,1
CUST-00454,10,Premium,85.46,885.5,One year,Bank transfer,2,1,35,0,3.8,Yes,East,1
CUST-00455,7,Basic,41.07,296.33,Two year,Bank transfer,0,4,35,0,3.5,Yes,East,0
CUST-00456,17,Standard,57.96,944.88,One year,Electronic check,1,0,24,0,3.7,No,South,0
CUST-00457,27,Standard,47.1,1290.18,Month-to-month,Bank transfer,3,0,25,0,2.5,No,North,1
CUST-00458,36,Standard,58.66,2183.28,Month-to-month,Bank transfer,0,2,17,0,3.2,Yes,East,0
CUST-00459,31,Premium,86.41,2624.9,One year,Bank transfer,3,1,54,1,2.7,Yes,East,1
CUST-00460,4,Standard,61.95,233.25,Two year,Electronic check,1,0,15,0,2.4,No,South,1
CUST-00461,23,Premium,73.79,1620.99,Two year,Electronic check,0,1,40,0,2.9,No,South,0
CUST-00462,10,Standard,56.56,539.91,One year,Electronic check,1,0,48,0,3.6,Yes,West,0
CUST-00463,27,Premium,82.66,2181.35,Two year,Mailed check,2,2,33,0,3,No,North,0
CUST-00464,27,Standard,72.33,1849.21,Two year,Credit card,1,2,23,0,2.8,Yes,West,0
CUST-00465,25,Basic,34.64,888.41,One year,Credit card,0,4,19,3,1.8,No,East,1
CUST-00466,11,Standard,68.41,766.51,Two year,Mailed check,0,2,22,0,2.9,Yes,West,0
CUST-00467,22,Premium,84.86,1887.35,Two year,Electronic check,2,0,36,0,3,No,North,0
CUST-00468,16,Premium,81.81,1236.22,One year,Electronic check,3,4,41,1,1.9,No,West,1
CUST-00469,12,Standard,62.05,708.91,One year,Bank transfer,4,0,43,2,3.2,No,East,0
CUST-00470,16,Premium,89.47,1461.13,Two year,Bank transfer,2,0,30,0,3.3,No,South,0
CUST-00471,22,Standard,58.66,1270.31,Month-to-month,Mailed check,0,2,27,0,2.8,No,East,0
CUST-00472,25,Premium,86.92,2194.67,One year,Credit card,3,2,46,3,3.1,Yes,East,0
CUST-00473,15,Premium,68.93,993.81,Two year,Credit card,0,0,41,0,4.2,No,East,0
CUST-00474,18,Basic,29.49,511.81,Two year,Credit card,0,0,16,1,2.7,No,West,1
CUST-00475,27,Standard,67.5,1774.79,One year,Electronic check,0,1,19,1,3.9,No,South,0
CUST-00476,31,Premium,102.23,3287.82,Month-to-month,Electronic check,1,3,47,2,2.2,No,South,1
CUST-00477,17,Basic,26.86,430.88,Month-to-month,Credit card,2,0,6,0,2.9,Yes,South,1
CUST-00478,17,Basic,35.61,611.72,Two year,Bank transfer,0,2,35,2,3.5,Yes,South,1
CUST-00479,24,Premium,83.07,1927.49,One year,Mailed check,5,2,53,0,3,No,South,1
CUST-00480,13,Standard,49.01,648.68,Month-to-month,Electronic check,2,1,38,1,3.5,Yes,West,0
CUST-00481,10,Standard,59.28,568.39,Two year,Mailed check,2,2,25,0,2.2,Yes,North,1
CUST-00482,4,Basic,38.01,157.02,One year,Credit card,1,1,18,1,3.3,No,West,1
CUST-00483,26,Standard,56.05,1406.92,Month-to-month,Mailed check,1,0,39,2,4,Yes,South,1
CUST-00484,19,Premium,93.86,1767.24,One year,Bank transfer,1,2,34,0,3.2,No,North,0
CUST-00485,23,Premium,92.04,2184.6,One year,Electronic check,1,1,42,2,1.8,No,East,0
CUST-00486,22,Standard,55.71,1211.27,Month-to-month,Mailed check,4,3,13,0,2.3,Yes,East,1
CUST-00487,14,Basic,27.47,370.35,Month-to-month,Credit card,0,2,23,0,2.7,No,North,1
CUST-00488,16,Standard,60.94,965.63,One year,Bank transfer,1,3,27,2,3.1,No,South,0
CUST-00489,5,Standard,50.11,253.54,One year,Bank transfer,1,0,25,0,2.6,Yes,South,0
CUST-00490,9,Premium,97.24,829.83,One year,Credit card,0,1,49,0,3,No,North,1
CUST-00491,33,Standard,66.47,2249.97,Two year,Bank transfer,2,3,30,2,2.4,Yes,West,1
CUST-00492,31,Premium,97.57,2851.3,Two year,Credit card,4,0,38,0,2.3,Yes,East,0
CUST-00493,3,Basic,32.13,94.98,Two year,Credit card,1,1,12,0,4.3,Yes,South,0
CUST-00494,39,Basic,28.33,1048.45,Month-to-month,Bank transfer,0,1,32,1,2.3,Yes,East,0
CUST-00495,12,Standard,52.91,659.23,Month-to-month,Credit card,1,1,36,2,1.7,Yes,South,1
CUST-00496,20,Standard,36.9,729.55,Two year,Mailed check,0,0,21,0,4.1,No,South,0
CUST-00497,41,Premium,87.33,3465.08,Month-to-month,Electronic check,3,0,47,0,2.8,Yes,South,0
CUST-00498,26,Basic,33.37,827.84,One year,Electronic check,0,1,22,1,2.6,No,West,1
CUST-00499,4,Basic,26.95,107.26,Two year,Bank transfer,4,2,30,0,3,Yes,West,1
CUST-00500,29,Standard,48.57,1453.47,Month-to-month,Electronic check,2,0,21,1,2.1,Yes,West,1
CUST-00501,13,Premium,94.62,1249.64,Two year,Bank transfer,0,2,48,1,3.8,No,South,1
CUST-00502,33,Standard,52.86,1642.4,One year,Credit card,1,2,32,1,2.4,No,East,1
CUST-00503,27,Premium,92.91,2372.06,Month-to-month,Mailed check,3,1,38,1,3.2,No,West,1
CUST-00504,7,Basic,37.31,246.23,Two year,Credit card,3,3,34,0,3.4,No,South,1
CUST-00505,26,Basic,38.71,1040.08,One year,Electronic check,4,1,9,1,3.2,No,East,0
CUST-00506,9,Basic,26.35,226.06,Two year,Mailed check,1,3,22,0,3.7,Yes,South,0
CUST-00507,4,Basic,37.85,155.53,Two year,Bank transfer,2,1,24,0,3.6,Yes,East,0
CUST-00508,37,Premium,84.66,3024.14,One year,Bank transfer,1,2,47,1,3,No,North,0
CUST-00509,25,Premium,86.66,2086.48,One year,Credit card,4,1,38,0,1.8,No,South,1
CUST-00510,11,Basic,35.04,375.53,Two year,Electronic check,2,1,15,0,2.7,Yes,North,0
CUST-00511,21,Premium,94.89,1876.85,Month-to-month,Bank transfer,2,2,31,0,2.6,No,South,1
CUST-00512,12,Standard,54.18,655.21,One year,Credit card,1,4,24,0,2.9,Yes,North,0
CUST-00513,10,Premium,76.75,758.06,Month-to-month,Electronic check,2,0,39,1,2.9,Yes,South,0
CUST-00514,17,Premium,86.53,1511.73,One year,Credit card,3,0,21,1,3.3,Yes,North,0
CUST-00515,20,Basic,26.39,506.72,Month-to-month,Credit card,5,4,9,2,1.7,No,East,1
CUST-00516,33,Standard,45.21,1513.7,Month-to-month,Bank transfer,2,1,36,1,2.6,Yes,North,1
CUST-00517,24,Premium,87.15,2057.9,One year,Bank transfer,3,3,45,1,2.3,No,North,1
CUST-00518,32,Premium,89,2849.89,Two year,Electronic check,2,1,31,0,3.2,Yes,East,0
CUST-00519,15,Basic,39.8,573.78,One year,Bank transfer,0,3,30,0,2.7,No,West,0
CUST-00520,5,Premium,80.48,382.43,One year,Mailed check,0,2,35,0,3.1,No,North,1
CUST-00521,18,Standard,55.35,995.67,Month-to-month,Electronic check,0,0,44,2,3.3,Yes,North,0
CUST-00522,1,Premium,90.27,84.93,Two year,Electronic check,0,1,41,3,3.6,Yes,North,0
CUST-00523,8,Premium,89.46,673.04,Month-to-month,Mailed check,3,4,33,0,2.2,No,East,1
CUST-00524,18,Standard,71.1,1207.57,Two year,Electronic check,3,1,29,1,2.5,Yes,East,0
CUST-00525,8,Premium,95.4,724.48,Month-to-month,Bank transfer,0,0,39,0,3.4,Yes,East,1
CUST-00526,22,Basic,31.47,683.15,Month-to-month,Electronic check,1,5,4,1,2,Yes,West,1
CUST-00527,21,Basic,34.46,682.62,One year,Bank transfer,3,1,33,1,3,Yes,South,0
CUST-00528,19,Premium,85.39,1571.83,Two year,Bank transfer,1,2,43,1,3.6,Yes,West,0
CUST-00529,12,Premium,89.64,1023.46,Month-to-month,Credit card,2,1,41,2,2.5,No,West,1
CUST-00530,30,Basic,28,857.34,One year,Bank transfer,2,1,9,0,2.9,Yes,North,1
CUST-00531,9,Standard,58.69,531.93,Month-to-month,Mailed check,2,1,28,1,2.2,No,East,1
CUST-00532,9,Standard,68.41,596.57,Two year,Credit card,0,3,37,2,2.8,No,South,1
CUST-00533,36,Premium,88.62,3019.44,Two year,Mailed check,2,0,56,2,3.3,Yes,East,0
CUST-00534,22,Basic,36.74,775.82,Month-to-month,Electronic check,2,0,32,1,3.2,No,South,0
CUST-00535,1,Standard,52.31,53.35,One year,Credit card,2,2,37,2,2.8,No,East,1
CUST-00536,15,Premium,73.79,1043.43,Month-to-month,Bank transfer,0,2,40,0,3.6,Yes,South,1
CUST-00537,1,Standard,55.71,54.15,Month-to-month,Mailed check,0,3,24,2,3.1,Yes,South,0
CUST-00538,18,Premium,85.99,1583.74,Month-to-month,Mailed check,3,3,41,0,2.3,Yes,South,1
CUST-00539,26,Basic,38.4,1027.2,Two year,Bank transfer,0,0,28,3,3.5,Yes,South,0
CUST-00540,33,Basic,29.21,916.28,Two year,Bank transfer,0,0,30,1,3.5,No,West,0
CUST-00541,17,Standard,51.34,862.13,One year,Electronic check,5,2,42,1,3.5,Yes,East,0
CUST-00542,17,Premium,68.21,1204.19,One year,Bank transfer,0,0,45,3,1.7,No,West,0
CUST-00543,9,Basic,29.4,252.76,Two year,Credit card,0,0,15,0,4.3,No,East,0
CUST-00544,33,Basic,38.03,1273.18,Two year,Bank transfer,1,1,10,0,2,No,North,0
CUST-00545,1,Basic,34.16,33.16,One year,Electronic check,0,2,40,1,2.6,No,East,0
CUST-00546,6,Standard,56.38,331.15,One year,Mailed check,2,0,33,1,3.2,No,North,0
